episode_id,intrinsic_reward,type,ged,ig,timestamp,similarity,avg_similarity
29,0.18277408969402315,medium,0.33654817938804626,0.029,2025-06-19T02:30:02.677053,0.33701807260513306,0.32690364122390747
30,0.1865221628546715,medium,0.34304432570934296,0.03,2025-06-19T02:30:02.720514,0.32863008975982666,0.3139113485813141
31,0.2112860700786114,high,0.39157214015722275,0.031,2025-06-19T02:30:02.762777,0.18009723722934723,0.2168557196855545
32,0.2174218345284462,high,0.4028436690568924,0.032,2025-06-19T02:30:02.804948,0.3171270489692688,0.1943126618862152
33,0.21800534436106683,high,0.40301068872213364,0.033,2025-06-19T02:30:02.848393,0.3265397548675537,0.19397862255573273
34,0.20131099504232408,high,0.36862199008464813,0.034,2025-06-19T02:30:02.890853,0.34466591477394104,0.26275601983070374
35,0.21432780653238298,high,0.39365561306476593,0.035,2025-06-19T02:30:02.932287,0.2281930297613144,0.21268877387046814
36,0.2028229765892029,high,0.36964595317840576,0.036000000000000004,2025-06-19T02:30:02.974625,0.3506687879562378,0.2607080936431885
37,0.22532736858725547,high,0.41365473717451096,0.037,2025-06-19T02:30:03.017538,0.15348468720912933,0.1726905256509781
38,0.22368417555093764,high,0.4093683511018753,0.038,2025-06-19T02:30:03.059862,0.0035076532512903214,0.1812632977962494
39,0.22633497935533523,high,0.41366995871067047,0.039,2025-06-19T02:30:03.103932,0.08643953502178192,0.17266008257865906
40,0.20532321602106093,high,0.3706464320421219,0.04,2025-06-19T02:30:03.148247,0.1342182755470276,0.2587071359157562
41,0.20545277315378188,high,0.3699055463075638,0.041,2025-06-19T02:30:03.190268,0.331609845161438,0.26018890738487244
42,0.21244942611455916,high,0.38289885222911835,0.042,2025-06-19T02:30:03.232680,0.3054700493812561,0.2342022955417633
43,0.21441968271136283,high,0.3858393654227257,0.043000000000000003,2025-06-19T02:30:03.277911,0.2521910071372986,0.22832126915454865
44,0.20165740710496902,high,0.35931481420993805,0.044,2025-06-19T02:30:03.324556,0.32633674144744873,0.2813703715801239
45,0.20816345423460006,high,0.37132690846920013,0.045,2025-06-19T02:30:03.368602,0.3843235969543457,0.25734618306159973
46,0.18429712760448455,medium,0.3225942552089691,0.046,2025-06-19T02:30:03.415358,0.39641430974006653,0.35481148958206177
47,0.16657869970798492,medium,0.28615739941596985,0.047,2025-06-19T02:30:03.457211,0.4717405140399933,0.4276852011680603
48,0.18383632951974868,medium,0.3196726590394974,0.048,2025-06-19T02:30:03.499599,0.3439447283744812,0.36065468192100525
49,0.24555463966727256,high,0.44210927933454514,0.049,2025-06-19T02:30:03.542866,0.11140210926532745,0.11578144133090973
50,0.22216708734631538,high,0.39433417469263077,0.05,2025-06-19T02:30:03.585329,0.32956892251968384,0.21133165061473846
51,0.20517086285352706,high,0.35934172570705414,0.051000000000000004,2025-06-19T02:30:03.630247,0.2533349096775055,0.2813165485858917
52,0.23409749513864517,high,0.41619499027729034,0.052000000000000005,2025-06-19T02:30:03.675006,0.12329761683940887,0.1676100194454193
53,0.22645658472180366,high,0.39991316944360733,0.053,2025-06-19T02:30:03.718744,0.265461266040802,0.20017366111278534
54,0.21574821066856384,high,0.3774964213371277,0.054,2025-06-19T02:30:03.762649,0.3792574405670166,0.24500715732574463
55,0.22394387811422348,high,0.39288775622844696,0.055,2025-06-19T02:30:03.808466,0.26595765352249146,0.21422448754310608
56,0.24364621478319168,high,0.43129242956638336,0.056,2025-06-19T02:30:03.851247,0.15160566568374634,0.13741514086723328
57,0.22797686046361923,high,0.39895372092723846,0.057,2025-06-19T02:30:03.895099,0.1550782322883606,0.20209255814552307
58,0.2175867826640606,high,0.3771735653281212,0.058,2025-06-19T02:30:03.938945,0.23691394925117493,0.24565286934375763
59,0.2214693946838379,high,0.3839387893676758,0.059000000000000004,2025-06-19T02:30:03.982171,0.24312511086463928,0.23212242126464844
60,0.23639684051275253,high,0.41279368102550507,0.06,2025-06-19T02:30:04.026303,0.26771610975265503,0.17441263794898987
61,0.22139769199490547,high,0.38179538398981094,0.061,2025-06-19T02:30:04.070506,0.1485651433467865,0.2364092320203781
62,0.2268150789141655,high,0.391630157828331,0.062,2025-06-19T02:30:04.115188,0.06938421726226807,0.216739684343338
63,0.20344143682718277,high,0.34388287365436554,0.063,2025-06-19T02:30:04.159656,0.3653159737586975,0.3122342526912689
64,0.21325136196613312,high,0.36250272393226624,0.064,2025-06-19T02:30:04.202570,0.3486925959587097,0.27499455213546753
65,0.19146981954574585,medium,0.3179396390914917,0.065,2025-06-19T02:30:04.246303,0.4167444109916687,0.3641207218170166
66,0.20633364486694336,high,0.3466672897338867,0.066,2025-06-19T02:30:04.292249,0.3712628483772278,0.30666542053222656
67,0.2210106878578663,high,0.3750213757157326,0.067,2025-06-19T02:30:04.337136,0.21515020728111267,0.24995724856853485
68,0.22105661594867707,high,0.3741132318973541,0.068,2025-06-19T02:30:04.381780,0.4331751763820648,0.25177353620529175
69,0.21414007705450058,high,0.35928015410900116,0.069,2025-06-19T02:30:04.426478,0.3459879755973816,0.2814396917819977
70,0.2543259242922068,high,0.43865184858441353,0.07,2025-06-19T02:30:04.469862,0.05051145330071449,0.12269630283117294
71,0.23837617295980454,high,0.40575234591960907,0.07100000000000001,2025-06-19T02:30:04.513803,0.09726043790578842,0.18849530816078186
72,0.23704333758354187,high,0.40208667516708374,0.07200000000000001,2025-06-19T02:30:04.558944,0.26976272463798523,0.19582664966583252
73,0.24515754410624505,high,0.4173150882124901,0.073,2025-06-19T02:30:04.601754,0.1324157863855362,0.16536982357501984
74,0.24749771457910538,high,0.42099542915821075,0.074,2025-06-19T02:30:04.645329,0.12239157408475876,0.1580091416835785
75,0.23883868604898453,high,0.40267737209796906,0.075,2025-06-19T02:30:04.689071,0.2609815299510956,0.1946452558040619
76,0.22627277421951295,high,0.3765455484390259,0.076,2025-06-19T02:30:04.732399,0.21066489815711975,0.24690890312194824
77,0.23183844259381295,high,0.3866768851876259,0.077,2025-06-19T02:30:04.776305,0.2965868413448334,0.22664622962474823
78,0.23355795362591744,high,0.38911590725183487,0.078,2025-06-19T02:30:04.819659,0.22378884255886078,0.22176818549633026
79,0.21309264194965363,high,0.34718528389930725,0.079,2025-06-19T02:30:04.863868,0.3023168444633484,0.3056294322013855
80,0.2357487240433693,high,0.3914974480867386,0.08,2025-06-19T02:30:04.909640,0.12541712820529938,0.21700510382652283
81,0.22695044416189195,high,0.3729008883237839,0.081,2025-06-19T02:30:04.955571,0.2580997943878174,0.25419822335243225
82,0.2210186112523079,high,0.3600372225046158,0.082,2025-06-19T02:30:05.001106,0.3427368700504303,0.27992555499076843
83,0.20371219301223756,high,0.3244243860244751,0.083,2025-06-19T02:30:05.046087,0.29949426651000977,0.3511512279510498
84,0.21433096063137055,high,0.3446619212627411,0.084,2025-06-19T02:30:05.090149,0.26851916313171387,0.3106761574745178
85,0.2679469096660614,high,0.4508938193321228,0.085,2025-06-19T02:30:05.133941,0.12168104201555252,0.0982123613357544
86,0.24093807342648507,high,0.3958761468529701,0.08600000000000001,2025-06-19T02:30:05.177224,0.3589377999305725,0.20824770629405975
87,0.23093298202753068,high,0.37486596405506134,0.08700000000000001,2025-06-19T02:30:05.220112,0.28840339183807373,0.2502680718898773
88,0.23618529388308523,high,0.3843705877661705,0.088,2025-06-19T02:30:05.263137,0.31593057513237,0.231258824467659
89,0.22555609714984892,high,0.3621121942996979,0.089,2025-06-19T02:30:05.307801,0.3005135655403137,0.27577561140060425
90,0.2336937990784645,high,0.377387598156929,0.09,2025-06-19T02:30:05.351499,0.3447011113166809,0.24522480368614197
91,0.2510300697684288,high,0.4110601395368576,0.091,2025-06-19T02:30:05.396698,0.0735107809305191,0.1778797209262848
92,0.23918751618266104,high,0.3863750323653221,0.092,2025-06-19T02:30:05.439587,0.042877815663814545,0.22724993526935577
93,0.2529576223492622,high,0.4129152446985245,0.093,2025-06-19T02:30:05.483962,0.07963661849498749,0.17416951060295105
94,0.22885912072658537,high,0.3637182414531708,0.094,2025-06-19T02:30:05.528324,0.1797114908695221,0.27256351709365845
95,0.253216747790575,high,0.41143349558115005,0.095,2025-06-19T02:30:05.572159,0.2003859579563141,0.1771330088376999
96,0.23336902219057082,high,0.37073804438114166,0.096,2025-06-19T02:30:05.616904,0.32429420948028564,0.2585239112377167
97,0.2289404705762863,high,0.36088094115257263,0.097,2025-06-19T02:30:05.661325,0.33994990587234497,0.27823811769485474
98,0.22530935460329055,high,0.3526187092065811,0.098,2025-06-19T02:30:05.704108,0.245934396982193,0.29476258158683777
99,0.2215123291015625,high,0.344024658203125,0.099,2025-06-19T02:30:05.747900,0.46175622940063477,0.31195068359375
100,0.21604043543338775,high,0.3320808708667755,0.1,2025-06-19T02:30:05.792344,0.4827301502227783,0.335838258266449
