current_episode_id,current_domain,timestamp,rank_1_episode_id,rank_1_similarity,rank_1_domain,rank_1_research_area,rank_1_is_cross_domain,rank_1_edge_weight,rank_1_connection_type,rank_2_episode_id,rank_2_similarity,rank_2_domain,rank_2_research_area,rank_2_is_cross_domain,rank_2_edge_weight,rank_2_connection_type,rank_3_episode_id,rank_3_similarity,rank_3_domain,rank_3_research_area,rank_3_is_cross_domain,rank_3_edge_weight,rank_3_connection_type,rank_4_episode_id,rank_4_similarity,rank_4_domain,rank_4_research_area,rank_4_is_cross_domain,rank_4_edge_weight,rank_4_connection_type,rank_5_episode_id,rank_5_similarity,rank_5_domain,rank_5_research_area,rank_5_is_cross_domain,rank_5_edge_weight,rank_5_connection_type,rank_6_episode_id,rank_6_similarity,rank_6_domain,rank_6_research_area,rank_6_is_cross_domain,rank_6_edge_weight,rank_6_connection_type,rank_7_episode_id,rank_7_similarity,rank_7_domain,rank_7_research_area,rank_7_is_cross_domain,rank_7_edge_weight,rank_7_connection_type,rank_8_episode_id,rank_8_similarity,rank_8_domain,rank_8_research_area,rank_8_is_cross_domain,rank_8_edge_weight,rank_8_connection_type,rank_9_episode_id,rank_9_similarity,rank_9_domain,rank_9_research_area,rank_9_is_cross_domain,rank_9_edge_weight,rank_9_connection_type,rank_10_episode_id,rank_10_similarity,rank_10_domain,rank_10_research_area,rank_10_is_cross_domain,rank_10_edge_weight,rank_10_connection_type
8,drug discovery,2025-06-19T02:30:01.771615,,,,,,,,,,,,,,,,,,,,,,2.0,1.9828441143035889,natural language understanding,Natural Language Processing,True,1.9828441143035889,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,drug discovery,2025-06-19T02:30:01.771615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.924407720565796,robotics,Graph Neural Networks,True,1.924407720565796,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,drug discovery,2025-06-19T02:30:01.771615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.1280713081359863,autonomous systems,Computer Vision,True,2.1280713081359863,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,drug discovery,2025-06-19T02:30:01.771615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.8910257816314697,medical diagnosis,Large Language Models,True,1.8910257816314697,cross_domain,,,,,,,,,,,,,,,,,,,,,
9,financial prediction,2025-06-19T02:30:01.818212,3.0,2.2725830078125,computer vision,Reinforcement Learning,True,2.2725830078125,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,financial prediction,2025-06-19T02:30:01.818212,,,,,,,,5.0,2.0556178092956543,cybersecurity,Federated Learning,True,2.0556178092956543,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,financial prediction,2025-06-19T02:30:01.818212,,,,,,,,,,,,,,,6.0,2.089128017425537,climate modeling,Explainable AI,True,2.089128017425537,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,financial prediction,2025-06-19T02:30:01.818212,,,,,,,,,,,,,,,,,,,,,,7.0,2.0785722732543945,drug discovery,Multimodal Learning,True,2.0785722732543945,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,financial prediction,2025-06-19T02:30:01.818212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.010474681854248,natural language understanding,Natural Language Processing,True,2.010474681854248,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,financial prediction,2025-06-19T02:30:01.818212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.9324654340744019,robotics,Graph Neural Networks,True,1.9324654340744019,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,financial prediction,2025-06-19T02:30:01.818212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.12880802154541,autonomous systems,Computer Vision,True,2.12880802154541,cross_domain,,,,,,,,,,,,,,,,,,,,,
9,financial prediction,2025-06-19T02:30:01.818212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.9252277612686157,medical diagnosis,Large Language Models,True,1.9252277612686157,cross_domain,,,,,,,,,,,,,,
10,educational technology,2025-06-19T02:30:01.862399,3.0,2.247097969055176,computer vision,Reinforcement Learning,True,2.247097969055176,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,educational technology,2025-06-19T02:30:01.862399,,,,,,,,5.0,2.022630214691162,cybersecurity,Federated Learning,True,2.022630214691162,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,educational technology,2025-06-19T02:30:01.862399,,,,,,,,,,,,,,,7.0,2.1265244483947754,drug discovery,Multimodal Learning,True,2.1265244483947754,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,educational technology,2025-06-19T02:30:01.862399,,,,,,,,,,,,,,,,,,,,,,6.0,2.066563129425049,climate modeling,Explainable AI,True,2.066563129425049,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,educational technology,2025-06-19T02:30:01.862399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0067272186279297,natural language understanding,Natural Language Processing,True,2.0067272186279297,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,educational technology,2025-06-19T02:30:01.862399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.0031771659851074,financial prediction,Few-shot Learning,True,2.0031771659851074,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,educational technology,2025-06-19T02:30:01.862399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.9287323951721191,robotics,Graph Neural Networks,True,1.9287323951721191,cross_domain,,,,,,,,,,,,,,,,,,,,,
10,educational technology,2025-06-19T02:30:01.862399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.097700357437134,autonomous systems,Computer Vision,True,2.097700357437134,cross_domain,,,,,,,,,,,,,,
10,educational technology,2025-06-19T02:30:01.862399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.935546636581421,medical diagnosis,Large Language Models,True,1.935546636581421,cross_domain,,,,,,,
11,smart cities,2025-06-19T02:30:01.907703,3.0,2.258467197418213,computer vision,Reinforcement Learning,True,2.258467197418213,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,smart cities,2025-06-19T02:30:01.907703,,,,,,,,9.0,2.1758997440338135,educational technology,Transfer Learning,True,2.1758997440338135,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,smart cities,2025-06-19T02:30:01.907703,,,,,,,,,,,,,,,5.0,2.0435285568237305,cybersecurity,Federated Learning,True,2.0435285568237305,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,smart cities,2025-06-19T02:30:01.907703,,,,,,,,,,,,,,,,,,,,,,6.0,2.128884792327881,climate modeling,Explainable AI,True,2.128884792327881,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,smart cities,2025-06-19T02:30:01.907703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.082836151123047,drug discovery,Multimodal Learning,True,2.082836151123047,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,smart cities,2025-06-19T02:30:01.907703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.016796112060547,natural language understanding,Natural Language Processing,True,2.016796112060547,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,smart cities,2025-06-19T02:30:01.907703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.9967859983444214,financial prediction,Few-shot Learning,True,1.9967859983444214,cross_domain,,,,,,,,,,,,,,,,,,,,,
11,smart cities,2025-06-19T02:30:01.907703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.9214956760406494,robotics,Graph Neural Networks,True,1.9214956760406494,cross_domain,,,,,,,,,,,,,,
11,smart cities,2025-06-19T02:30:01.907703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.123399496078491,autonomous systems,Computer Vision,True,2.123399496078491,cross_domain,,,,,,,
11,smart cities,2025-06-19T02:30:01.907703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.919039011001587,medical diagnosis,Large Language Models,True,1.919039011001587,cross_domain
12,industrial automation,2025-06-19T02:30:01.952706,3.0,2.2642340660095215,computer vision,Reinforcement Learning,True,2.2642340660095215,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,industrial automation,2025-06-19T02:30:01.952706,,,,,,,,10.0,2.301968812942505,smart cities,Meta-Learning,True,2.301968812942505,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,industrial automation,2025-06-19T02:30:01.952706,,,,,,,,,,,,,,,5.0,2.049757957458496,cybersecurity,Federated Learning,True,2.049757957458496,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,industrial automation,2025-06-19T02:30:01.952706,,,,,,,,,,,,,,,,,,,,,,9.0,2.1525917053222656,educational technology,Transfer Learning,True,2.1525917053222656,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,industrial automation,2025-06-19T02:30:01.952706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.1256632804870605,climate modeling,Explainable AI,True,2.1256632804870605,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,industrial automation,2025-06-19T02:30:01.952706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.083569288253784,drug discovery,Multimodal Learning,True,2.083569288253784,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,industrial automation,2025-06-19T02:30:01.952706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0205745697021484,natural language understanding,Natural Language Processing,True,2.0205745697021484,cross_domain,,,,,,,,,,,,,,,,,,,,,
12,industrial automation,2025-06-19T02:30:01.952706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.9875351190567017,financial prediction,Few-shot Learning,True,1.9875351190567017,cross_domain,,,,,,,,,,,,,,
12,industrial automation,2025-06-19T02:30:01.952706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.9419835805892944,robotics,Graph Neural Networks,True,1.9419835805892944,cross_domain,,,,,,,
12,industrial automation,2025-06-19T02:30:01.952706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.139160633087158,autonomous systems,Computer Vision,True,2.139160633087158,cross_domain
13,healthcare AI,2025-06-19T02:30:01.996108,3.0,2.242612600326538,computer vision,Reinforcement Learning,True,2.242612600326538,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,healthcare AI,2025-06-19T02:30:01.996108,,,,,,,,10.0,2.2750649452209473,smart cities,Meta-Learning,True,2.2750649452209473,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,healthcare AI,2025-06-19T02:30:01.996108,,,,,,,,,,,,,,,5.0,2.0286126136779785,cybersecurity,Federated Learning,True,2.0286126136779785,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,healthcare AI,2025-06-19T02:30:01.996108,,,,,,,,,,,,,,,,,,,,,,9.0,2.116316795349121,educational technology,Transfer Learning,True,2.116316795349121,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,healthcare AI,2025-06-19T02:30:01.996108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.102527141571045,climate modeling,Explainable AI,True,2.102527141571045,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,healthcare AI,2025-06-19T02:30:01.996108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.039085865020752,drug discovery,Multimodal Learning,True,2.039085865020752,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,healthcare AI,2025-06-19T02:30:01.996108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.9549379348754883,natural language understanding,Natural Language Processing,True,1.9549379348754883,cross_domain,,,,,,,,,,,,,,,,,,,,,
13,healthcare AI,2025-06-19T02:30:01.996108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,2.0433716773986816,industrial automation,Adversarial Learning,True,2.0433716773986816,cross_domain,,,,,,,,,,,,,,
13,healthcare AI,2025-06-19T02:30:01.996108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.9393658638000488,financial prediction,Few-shot Learning,True,1.9393658638000488,cross_domain,,,,,,,
13,healthcare AI,2025-06-19T02:30:01.996108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.9306509494781494,robotics,Graph Neural Networks,True,1.9306509494781494,cross_domain
14,agricultural technology,2025-06-19T02:30:02.038229,3.0,2.2593512535095215,computer vision,Reinforcement Learning,True,2.2593512535095215,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,agricultural technology,2025-06-19T02:30:02.038229,,,,,,,,10.0,2.3011555671691895,smart cities,Meta-Learning,True,2.3011555671691895,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,agricultural technology,2025-06-19T02:30:02.038229,,,,,,,,,,,,,,,9.0,2.158402919769287,educational technology,Transfer Learning,True,2.158402919769287,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,agricultural technology,2025-06-19T02:30:02.038229,,,,,,,,,,,,,,,,,,,,,,6.0,2.1523287296295166,climate modeling,Explainable AI,True,2.1523287296295166,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,agricultural technology,2025-06-19T02:30:02.038229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.9736953973770142,healthcare AI,Quantum Computing,True,1.9736953973770142,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,agricultural technology,2025-06-19T02:30:02.038229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0001461505889893,cybersecurity,Federated Learning,True,2.0001461505889893,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,agricultural technology,2025-06-19T02:30:02.038229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.078681468963623,drug discovery,Multimodal Learning,True,2.078681468963623,cross_domain,,,,,,,,,,,,,,,,,,,,,
14,agricultural technology,2025-06-19T02:30:02.038229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.9949162006378174,natural language understanding,Natural Language Processing,True,1.9949162006378174,cross_domain,,,,,,,,,,,,,,
14,agricultural technology,2025-06-19T02:30:02.038229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.007404327392578,financial prediction,Few-shot Learning,True,2.007404327392578,cross_domain,,,,,,,
14,agricultural technology,2025-06-19T02:30:02.038229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,2.071925163269043,industrial automation,Adversarial Learning,True,2.071925163269043,cross_domain
15,space exploration,2025-06-19T02:30:02.080728,3.0,2.260287284851074,computer vision,Reinforcement Learning,True,2.260287284851074,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,space exploration,2025-06-19T02:30:02.080728,,,,,,,,10.0,2.293332099914551,smart cities,Meta-Learning,True,2.293332099914551,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,space exploration,2025-06-19T02:30:02.080728,,,,,,,,,,,,,,,9.0,2.1728992462158203,educational technology,Transfer Learning,True,2.1728992462158203,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,space exploration,2025-06-19T02:30:02.080728,,,,,,,,,,,,,,,,,,,,,,5.0,2.014253616333008,cybersecurity,Federated Learning,True,2.014253616333008,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,space exploration,2025-06-19T02:30:02.080728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.109334707260132,drug discovery,Multimodal Learning,True,2.109334707260132,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,space exploration,2025-06-19T02:30:02.080728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.9285123348236084,healthcare AI,Quantum Computing,True,1.9285123348236084,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,space exploration,2025-06-19T02:30:02.080728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.0757179260253906,climate modeling,Explainable AI,True,2.0757179260253906,cross_domain,,,,,,,,,,,,,,,,,,,,,
15,space exploration,2025-06-19T02:30:02.080728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.0445196628570557,financial prediction,Few-shot Learning,True,2.0445196628570557,cross_domain,,,,,,,,,,,,,,
15,space exploration,2025-06-19T02:30:02.080728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0177414417266846,natural language understanding,Natural Language Processing,True,2.0177414417266846,cross_domain,,,,,,,
15,space exploration,2025-06-19T02:30:02.080728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,1.906963586807251,agricultural technology,Neuromorphic Computing,True,1.906963586807251,cross_domain
16,biomedical research,2025-06-19T02:30:02.123119,3.0,2.273803234100342,computer vision,Reinforcement Learning,True,2.273803234100342,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,biomedical research,2025-06-19T02:30:02.123119,,,,,,,,10.0,2.3639190196990967,smart cities,Meta-Learning,True,2.3639190196990967,cross_domain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
