insight_id,episode_id,episode_text,ged_value,ig_value,confidence,insight_type,detection_timestamp
SAFE_INS_0030_9154,30,Recent research in Adversarial Machine Learning demonstrates significant improvement in medical diag...,0.033976806666291534,0.18000000299999996,0.10698840483314576,Notable_Pattern,2025-06-18T12:03:49.154725
SAFE_INS_0031_9183,31,"Recent research in Large Language Models proposes innovative approach to medical diagnosis, showing ...",0.04434028088765849,0.1599999672372096,0.10217012406243405,Notable_Pattern,2025-06-18T12:03:49.183756
SAFE_INS_0032_9212,32,"Recent research in Computer Vision proposes innovative approach to medical diagnosis, showing promis...",0.04033035645676878,0.16000000300000017,0.10016517972838447,Notable_Pattern,2025-06-18T12:03:49.212162
SAFE_INS_0033_9240,33,"Recent research in Reinforcement Learning proposes innovative approach to medical diagnosis, showing...",0.03431469098715685,0.18000000299999996,0.1071573469935784,Notable_Pattern,2025-06-18T12:03:49.240730
SAFE_INS_0034_9268,34,"Recent research in Graph Neural Networks proposes innovative approach to medical diagnosis, showing ...",0.04791051176805909,0.15999998511860586,0.10395524844333248,Notable_Pattern,2025-06-18T12:03:49.268916
SAFE_INS_0035_9297,35,"Recent research in Federated Learning proposes innovative approach to medical diagnosis, showing pro...",0.03967155997726651,0.16000000299999997,0.09983578148863324,Micro_Insight,2025-06-18T12:03:49.297614
SAFE_INS_0036_9326,36,"Recent research in Explainable AI proposes innovative approach to medical diagnosis, showing promisi...",0.037585627729056215,0.20000000299999995,0.11879281536452808,Notable_Pattern,2025-06-18T12:03:49.326096
SAFE_INS_0037_9355,37,"Recent research in Multimodal Learning proposes innovative approach to medical diagnosis, showing pr...",0.036536452468927394,0.1800000029999996,0.1082682277344635,Notable_Pattern,2025-06-18T12:03:49.355206
SAFE_INS_0038_9384,38,"Recent research in Few-shot Learning proposes innovative approach to medical diagnosis, showing prom...",0.04615869463651724,0.20000000299999995,0.1230793488182586,Notable_Pattern,2025-06-18T12:03:49.384442
SAFE_INS_0039_9413,39,"Recent research in Transfer Learning proposes innovative approach to medical diagnosis, showing prom...",0.040148487422375256,0.17999998511860496,0.11007423627049011,Notable_Pattern,2025-06-18T12:03:49.413272
SAFE_INS_0040_9443,40,"Recent research in Adversarial Machine Learning proposes innovative approach to medical diagnosis, s...",0.03207038548719557,0.18000000299999996,0.10603519424359777,Notable_Pattern,2025-06-18T12:03:49.443111
SAFE_INS_0041_9472,41,"Recent research in Large Language Models establishes new benchmark results for medical diagnosis, sh...",0.051080952515565436,0.13999996723721345,0.09554045987638944,Micro_Insight,2025-06-18T12:03:49.472829
SAFE_INS_0042_9501,42,"Recent research in Computer Vision establishes new benchmark results for medical diagnosis, showing ...",0.05141518239518421,0.19999998511860584,0.12570758375689503,Notable_Pattern,2025-06-18T12:03:49.501825
SAFE_INS_0043_9531,43,"Recent research in Reinforcement Learning establishes new benchmark results for medical diagnosis, s...",0.035293660171954226,0.1600000030000004,0.09764683158597731,Micro_Insight,2025-06-18T12:03:49.531227
SAFE_INS_0044_9560,44,"Recent research in Graph Neural Networks establishes new benchmark results for medical diagnosis, sh...",0.051320401928078206,0.16000000299999997,0.1056602024640391,Notable_Pattern,2025-06-18T12:03:49.560606
SAFE_INS_0045_9590,45,"Recent research in Federated Learning establishes new benchmark results for medical diagnosis, showi...",0.036742111885424124,0.17999994935581723,0.10837103062062067,Notable_Pattern,2025-06-18T12:03:49.590371
SAFE_INS_0046_9619,46,"Recent research in Explainable AI establishes new benchmark results for medical diagnosis, showing p...",0.03720760786718035,0.18000000299999996,0.10860380543359016,Notable_Pattern,2025-06-18T12:03:49.619520
SAFE_INS_0047_9650,47,"Recent research in Multimodal Learning establishes new benchmark results for medical diagnosis, show...",0.03183957412708725,0.20000000300000015,0.11591978856354371,Notable_Pattern,2025-06-18T12:03:49.650030
SAFE_INS_0048_9679,48,"Recent research in Few-shot Learning establishes new benchmark results for medical diagnosis, showin...",0.036347145014052,0.17999996723721348,0.10817355612563274,Notable_Pattern,2025-06-18T12:03:49.679327
SAFE_INS_0049_9709,49,"Recent research in Transfer Learning establishes new benchmark results for medical diagnosis, showin...",0.035031764936232355,0.20000000299999995,0.11751588396811616,Notable_Pattern,2025-06-18T12:03:49.709589
SAFE_INS_0050_9741,50,Recent research in Adversarial Machine Learning establishes new benchmark results for medical diagno...,0.02772237516871571,0.16000000299999997,0.09386118908435784,Micro_Insight,2025-06-18T12:03:49.741420
SAFE_INS_0051_9769,51,"Recent research in Large Language Models reveals unexpected insights about medical diagnosis, showin...",0.049388225674520246,0.19999998511860584,0.12469410539656305,Notable_Pattern,2025-06-18T12:03:49.769986
SAFE_INS_0052_9798,52,"Recent research in Computer Vision reveals unexpected insights about medical diagnosis, showing prom...",0.045042729793641975,0.15999998511860586,0.10252135745612392,Notable_Pattern,2025-06-18T12:03:49.798935
SAFE_INS_0053_9827,53,"Recent research in Reinforcement Learning reveals unexpected insights about medical diagnosis, showi...",0.03764159877530661,0.17999998511860585,0.10882079194695624,Notable_Pattern,2025-06-18T12:03:49.827613
SAFE_INS_0054_9856,54,"Recent research in Graph Neural Networks reveals unexpected insights about medical diagnosis, showin...",0.03956531237654544,0.15999998511860586,0.09978264874757564,Micro_Insight,2025-06-18T12:03:49.856182
SAFE_INS_0055_9884,55,"Recent research in Federated Learning reveals unexpected insights about medical diagnosis, showing p...",0.043573942081160506,0.14000000299999993,0.09178697254058021,Micro_Insight,2025-06-18T12:03:49.884679
SAFE_INS_0056_9913,56,"Recent research in Explainable AI reveals unexpected insights about medical diagnosis, showing promi...",0.03984042774317102,0.18000000299999996,0.1099202153715855,Notable_Pattern,2025-06-18T12:03:49.913297
SAFE_INS_0057_9942,57,"Recent research in Multimodal Learning reveals unexpected insights about medical diagnosis, showing ...",0.03389147082952543,0.12000000299999994,0.07694573691476268,Micro_Insight,2025-06-18T12:03:49.942605
SAFE_INS_0058_9972,58,"Recent research in Few-shot Learning reveals unexpected insights about medical diagnosis, showing pr...",0.041246109690200795,0.20000000299999995,0.12062305634510037,Notable_Pattern,2025-06-18T12:03:49.972571
SAFE_INS_0059_2,59,"Recent research in Transfer Learning reveals unexpected insights about medical diagnosis, showing pr...",0.03969672669694403,0.20000000299999926,0.11984836484847164,Notable_Pattern,2025-06-18T12:03:50.002538
SAFE_INS_0060_33,60,"Recent research in Adversarial Machine Learning reveals unexpected insights about medical diagnosis,...",0.03273477827112222,0.17999996723721348,0.10636737275416785,Notable_Pattern,2025-06-18T12:03:50.033235
SAFE_INS_0061_62,61,"Recent research in Large Language Models develops efficient algorithm for medical diagnosis, showing...",0.05343261777775092,0.15999998511860586,0.1067163014481784,Notable_Pattern,2025-06-18T12:03:50.062432
SAFE_INS_0062_92,62,"Recent research in Computer Vision develops efficient algorithm for medical diagnosis, showing promi...",0.050409834006020435,0.17999998511860585,0.11520490956231313,Notable_Pattern,2025-06-18T12:03:50.092025
SAFE_INS_0063_121,63,"Recent research in Reinforcement Learning develops efficient algorithm for medical diagnosis, showin...",0.033103926537762854,0.16000000299999997,0.09655196476888142,Micro_Insight,2025-06-18T12:03:50.121510
SAFE_INS_0064_150,64,"Recent research in Graph Neural Networks develops efficient algorithm for medical diagnosis, showing...",0.05036248432873288,0.14000000299999993,0.09518124366436641,Micro_Insight,2025-06-18T12:03:50.150833
SAFE_INS_0065_180,65,"Recent research in Federated Learning develops efficient algorithm for medical diagnosis, showing pr...",0.03186443474260922,0.16000000300000017,0.0959322188713047,Micro_Insight,2025-06-18T12:03:50.180014
SAFE_INS_0066_209,66,"Recent research in Explainable AI develops efficient algorithm for medical diagnosis, showing promis...",0.03832617019662442,0.15999998511860497,0.0991630776576147,Micro_Insight,2025-06-18T12:03:50.209039
SAFE_INS_0067_238,67,"Recent research in Multimodal Learning develops efficient algorithm for medical diagnosis, showing p...",0.028898862244695546,0.17999998511860585,0.1044494236816507,Notable_Pattern,2025-06-18T12:03:50.238008
SAFE_INS_0068_267,68,"Recent research in Few-shot Learning develops efficient algorithm for medical diagnosis, showing pro...",0.0355046976507231,0.16000003876278188,0.09775236820675248,Micro_Insight,2025-06-18T12:03:50.267461
SAFE_INS_0069_295,69,"Recent research in Transfer Learning develops efficient algorithm for medical diagnosis, showing pro...",0.028265184421977146,0.16000003876278188,0.09413261159237951,Micro_Insight,2025-06-18T12:03:50.295920
SAFE_INS_0070_325,70,"Recent research in Adversarial Machine Learning develops efficient algorithm for medical diagnosis, ...",0.026439115633581957,0.2000000029999996,0.11321955931679077,Notable_Pattern,2025-06-18T12:03:50.325891
SAFE_INS_0071_355,71,"Recent research in Large Language Models uncovers hidden patterns in medical diagnosis, showing prom...",0.04554084847874161,0.16000000299999997,0.10277042573937079,Notable_Pattern,2025-06-18T12:03:50.355153
SAFE_INS_0072_384,72,"Recent research in Computer Vision uncovers hidden patterns in medical diagnosis, showing promising ...",0.03897876041853291,0.15999998511860586,0.09948937276856938,Micro_Insight,2025-06-18T12:03:50.384029
SAFE_INS_0073_412,73,"Recent research in Reinforcement Learning uncovers hidden patterns in medical diagnosis, showing pro...",0.03170207339370027,0.1599999672372135,0.09585102031545688,Micro_Insight,2025-06-18T12:03:50.412115
SAFE_INS_0074_441,74,"Recent research in Graph Neural Networks uncovers hidden patterns in medical diagnosis, showing prom...",0.037639287725848465,0.15999998511860497,0.09881963642222671,Micro_Insight,2025-06-18T12:03:50.441097
SAFE_INS_0075_470,75,"Recent research in Federated Learning uncovers hidden patterns in medical diagnosis, showing promisi...",0.03908415598947137,0.16000000299999997,0.09954207949473567,Micro_Insight,2025-06-18T12:03:50.470097
SAFE_INS_0076_499,76,"Recent research in Explainable AI uncovers hidden patterns in medical diagnosis, showing promising r...",0.03748149299821931,0.15999998511860497,0.09874073905841214,Micro_Insight,2025-06-18T12:03:50.499245
SAFE_INS_0077_529,77,"Recent research in Multimodal Learning uncovers hidden patterns in medical diagnosis, showing promis...",0.031158036851794874,0.18000000299999996,0.10557901992589742,Notable_Pattern,2025-06-18T12:03:50.529175
SAFE_INS_0078_560,78,"Recent research in Few-shot Learning uncovers hidden patterns in medical diagnosis, showing promisin...",0.03883351556364019,0.15999998511860586,0.09941675034112302,Micro_Insight,2025-06-18T12:03:50.560617
SAFE_INS_0079_590,79,"Recent research in Transfer Learning uncovers hidden patterns in medical diagnosis, showing promisin...",0.031872128936141705,0.16000000299999997,0.09593606596807083,Micro_Insight,2025-06-18T12:03:50.590233
SAFE_INS_0080_621,80,"Recent research in Adversarial Machine Learning uncovers hidden patterns in medical diagnosis, showi...",0.030431841964550944,0.16000000299999997,0.09521592248227546,Micro_Insight,2025-06-18T12:03:50.621023
SAFE_INS_0081_649,81,"Recent research in Large Language Models creates robust framework for medical diagnosis, showing pro...",0.042224040981557256,0.17999998511860585,0.11111201305008156,Notable_Pattern,2025-06-18T12:03:50.649718
SAFE_INS_0082_678,82,"Recent research in Computer Vision creates robust framework for medical diagnosis, showing promising...",0.044122987951405054,0.16000000299999997,0.10206149547570251,Notable_Pattern,2025-06-18T12:03:50.678223
SAFE_INS_0083_707,83,"Recent research in Reinforcement Learning creates robust framework for medical diagnosis, showing pr...",0.03143996144232034,0.16000000299999997,0.09571998222116015,Micro_Insight,2025-06-18T12:03:50.707036
SAFE_INS_0084_735,84,"Recent research in Graph Neural Networks creates robust framework for medical diagnosis, showing pro...",0.04166330372983719,0.17999996723721348,0.11083163548352534,Notable_Pattern,2025-06-18T12:03:50.735570
SAFE_INS_0085_763,85,"Recent research in Federated Learning creates robust framework for medical diagnosis, showing promis...",0.03372171982871369,0.17999998511860496,0.10686085247365933,Notable_Pattern,2025-06-18T12:03:50.763887
SAFE_INS_0086_792,86,"Recent research in Explainable AI creates robust framework for medical diagnosis, showing promising ...",0.034405698723890064,0.19999996723721347,0.11720283298055177,Notable_Pattern,2025-06-18T12:03:50.792385
SAFE_INS_0087_821,87,"Recent research in Multimodal Learning creates robust framework for medical diagnosis, showing promi...",0.03031377508992795,0.18000000299999996,0.10515688904496395,Notable_Pattern,2025-06-18T12:03:50.821310
SAFE_INS_0088_851,88,"Recent research in Few-shot Learning creates robust framework for medical diagnosis, showing promisi...",0.035656303783015764,0.17999996723721348,0.10782813551011462,Notable_Pattern,2025-06-18T12:03:50.851239
SAFE_INS_0089_882,89,"Recent research in Transfer Learning creates robust framework for medical diagnosis, showing promisi...",0.03288203651892647,0.20000000299999995,0.11644101975946321,Notable_Pattern,2025-06-18T12:03:50.882817
SAFE_INS_0090_915,90,"Recent research in Adversarial Machine Learning creates robust framework for medical diagnosis, show...",0.024392753686560225,0.17999998511860585,0.10219636940258303,Notable_Pattern,2025-06-18T12:03:50.915453
SAFE_INS_0091_947,91,"Recent research in Large Language Models identifies critical factors in medical diagnosis, showing p...",0.04380727844901279,0.1800000029999996,0.1119036407245062,Notable_Pattern,2025-06-18T12:03:50.947762
SAFE_INS_0092_981,92,"Recent research in Computer Vision identifies critical factors in medical diagnosis, showing promisi...",0.040919191948579195,0.18000000299999996,0.11045959747428957,Notable_Pattern,2025-06-18T12:03:50.981909
SAFE_INS_0093_1012,93,"Recent research in Reinforcement Learning identifies critical factors in medical diagnosis, showing ...",0.033562375273148856,0.16000000299999997,0.09678118913657441,Micro_Insight,2025-06-18T12:03:51.012050
SAFE_INS_0094_1040,94,"Recent research in Graph Neural Networks identifies critical factors in medical diagnosis, showing p...",0.04091518270990055,0.13999996723721345,0.090457574973557,Micro_Insight,2025-06-18T12:03:51.040559
SAFE_INS_0095_1068,95,"Recent research in Federated Learning identifies critical factors in medical diagnosis, showing prom...",0.044332524724702206,0.17999996723721348,0.11216624598095784,Notable_Pattern,2025-06-18T12:03:51.068823
SAFE_INS_0096_1098,96,"Recent research in Explainable AI identifies critical factors in medical diagnosis, showing promisin...",0.03298983671741841,0.19999998511860584,0.11649491091801212,Notable_Pattern,2025-06-18T12:03:51.098063
SAFE_INS_0097_1127,97,"Recent research in Multimodal Learning identifies critical factors in medical diagnosis, showing pro...",0.03559713028801316,0.20000000300000015,0.11779856664400665,Notable_Pattern,2025-06-18T12:03:51.127217
SAFE_INS_0098_1158,98,"Recent research in Few-shot Learning identifies critical factors in medical diagnosis, showing promi...",0.04393844259316024,0.18000000299999996,0.1119692227965801,Notable_Pattern,2025-06-18T12:03:51.158633
SAFE_INS_0099_1187,99,"Recent research in Transfer Learning identifies critical factors in medical diagnosis, showing promi...",0.04046124678522381,0.18000000299999996,0.11023062489261189,Notable_Pattern,2025-06-18T12:03:51.187780
SAFE_INS_0100_1218,100,"Recent research in Adversarial Machine Learning identifies critical factors in medical diagnosis, sh...",0.033296314431992984,0.16000000299999997,0.09664815871599648,Micro_Insight,2025-06-18T12:03:51.218364
SAFE_INS_0101_1247,101,"Recent research in Large Language Models achieves breakthrough performance on autonomous systems, sh...",0.12657379524742227,0.14000000299999993,0.1332868991237111,Notable_Pattern,2025-06-18T12:03:51.247598
SAFE_INS_0102_1276,102,"Recent research in Computer Vision achieves breakthrough performance on autonomous systems, showing ...",0.14494248600430498,0.1599999672372135,0.15247122662075924,Significant_Insight,2025-06-18T12:03:51.276062
SAFE_INS_0103_1304,103,"Recent research in Reinforcement Learning achieves breakthrough performance on autonomous systems, s...",0.11876101722024755,0.20000000299999995,0.15938051011012375,Significant_Insight,2025-06-18T12:03:51.304445
SAFE_INS_0104_1333,104,"Recent research in Graph Neural Networks achieves breakthrough performance on autonomous systems, sh...",0.1474202044998532,0.17999998511860585,0.16371009480922954,Significant_Insight,2025-06-18T12:03:51.333442
SAFE_INS_0105_1362,105,"Recent research in Federated Learning achieves breakthrough performance on autonomous systems, showi...",0.09492468321284851,0.18000000299999996,0.13746234310642425,Notable_Pattern,2025-06-18T12:03:51.362266
SAFE_INS_0106_1391,106,"Recent research in Explainable AI achieves breakthrough performance on autonomous systems, showing p...",0.10588130064774741,0.18000000299999927,0.14294065182387333,Notable_Pattern,2025-06-18T12:03:51.391451
SAFE_INS_0107_1420,107,"Recent research in Multimodal Learning achieves breakthrough performance on autonomous systems, show...",0.06798619290440569,0.20000003876278186,0.13399311583359377,Notable_Pattern,2025-06-18T12:03:51.420926
SAFE_INS_0108_1451,108,"Recent research in Few-shot Learning achieves breakthrough performance on autonomous systems, showin...",0.06817951709976454,0.18000000299999996,0.12408976004988226,Notable_Pattern,2025-06-18T12:03:51.451194
SAFE_INS_0109_1479,109,"Recent research in Transfer Learning achieves breakthrough performance on autonomous systems, showin...",0.05777306335271541,0.18000000299999996,0.1188865331763577,Notable_Pattern,2025-06-18T12:03:51.479524
SAFE_INS_0110_1510,110,Recent research in Adversarial Machine Learning achieves breakthrough performance on autonomous syst...,0.02822591039247253,0.16000000299999997,0.09411295669623625,Micro_Insight,2025-06-18T12:03:51.510518
SAFE_INS_0111_1538,111,"Recent research in Large Language Models introduces novel architecture for autonomous systems, showi...",0.051407262204525274,0.15999998511860586,0.10570362366156556,Notable_Pattern,2025-06-18T12:03:51.538953
SAFE_INS_0113_1595,113,"Recent research in Reinforcement Learning introduces novel architecture for autonomous systems, show...",0.03381692125949391,0.18000000299999996,0.10690846212974695,Notable_Pattern,2025-06-18T12:03:51.595901
SAFE_INS_0114_1624,114,"Recent research in Graph Neural Networks introduces novel architecture for autonomous systems, showi...",0.045803728138868724,0.19999996723721347,0.1229018476880411,Notable_Pattern,2025-06-18T12:03:51.624563
SAFE_INS_0115_1653,115,"Recent research in Federated Learning introduces novel architecture for autonomous systems, showing ...",0.046765520308485325,0.18000000299999996,0.11338276165424264,Notable_Pattern,2025-06-18T12:03:51.653224
SAFE_INS_0116_1682,116,"Recent research in Explainable AI introduces novel architecture for autonomous systems, showing prom...",0.05190737046845637,0.20000000299999995,0.12595368673422816,Notable_Pattern,2025-06-18T12:03:51.682582
SAFE_INS_0117_1711,117,"Recent research in Multimodal Learning introduces novel architecture for autonomous systems, showing...",0.038879469366907046,0.19999996723721347,0.11943971830206027,Notable_Pattern,2025-06-18T12:03:51.711516
SAFE_INS_0118_1740,118,"Recent research in Few-shot Learning introduces novel architecture for autonomous systems, showing p...",0.05168074114464729,0.19999998511860584,0.12584036313162655,Notable_Pattern,2025-06-18T12:03:51.740760
SAFE_INS_0119_1769,119,"Recent research in Transfer Learning introduces novel architecture for autonomous systems, showing p...",0.03823232754516592,0.17999998511860585,0.10911615633188589,Notable_Pattern,2025-06-18T12:03:51.769368
SAFE_INS_0120_1799,120,Recent research in Adversarial Machine Learning introduces novel architecture for autonomous systems...,0.03400309336108932,0.11999996723721344,0.07700153029915138,Micro_Insight,2025-06-18T12:03:51.799708
SAFE_INS_0121_1827,121,"Recent research in Large Language Models demonstrates significant improvement in autonomous systems,...",0.050424820980787176,0.15999998511860497,0.10521240304969608,Notable_Pattern,2025-06-18T12:03:51.827917
SAFE_INS_0122_1856,122,"Recent research in Computer Vision demonstrates significant improvement in autonomous systems, showi...",0.05267228045842074,0.20000000299999995,0.12633614172921034,Notable_Pattern,2025-06-18T12:03:51.856594
SAFE_INS_0123_1885,123,Recent research in Reinforcement Learning demonstrates significant improvement in autonomous systems...,0.03536422859698903,0.1600000029999996,0.09768211579849433,Micro_Insight,2025-06-18T12:03:51.885450
SAFE_INS_0124_1915,124,"Recent research in Graph Neural Networks demonstrates significant improvement in autonomous systems,...",0.04101775507093454,0.16000000300000017,0.10050887903546735,Notable_Pattern,2025-06-18T12:03:51.915472
SAFE_INS_0125_1946,125,"Recent research in Federated Learning demonstrates significant improvement in autonomous systems, sh...",0.051331748134289125,0.18000000299999996,0.11566587556714454,Notable_Pattern,2025-06-18T12:03:51.946160
SAFE_INS_0126_1976,126,"Recent research in Explainable AI demonstrates significant improvement in autonomous systems, showin...",0.047189039145979696,0.18000000299999996,0.11359452107298983,Notable_Pattern,2025-06-18T12:03:51.976204
SAFE_INS_0127_2006,127,"Recent research in Multimodal Learning demonstrates significant improvement in autonomous systems, s...",0.040196245874408745,0.18000000299999996,0.11009812443720435,Notable_Pattern,2025-06-18T12:03:52.006115
SAFE_INS_0128_2036,128,"Recent research in Few-shot Learning demonstrates significant improvement in autonomous systems, sho...",0.04924178329278499,0.14000000299999993,0.09462089314639247,Micro_Insight,2025-06-18T12:03:52.036476
SAFE_INS_0129_2065,129,"Recent research in Transfer Learning demonstrates significant improvement in autonomous systems, sho...",0.0400111686330701,0.17999996723721348,0.1100055679351418,Notable_Pattern,2025-06-18T12:03:52.065524
SAFE_INS_0130_2095,130,Recent research in Adversarial Machine Learning demonstrates significant improvement in autonomous s...,0.03623063711234367,0.16000000299999997,0.09811532005617182,Micro_Insight,2025-06-18T12:03:52.095284
SAFE_INS_0131_2123,131,"Recent research in Large Language Models proposes innovative approach to autonomous systems, showing...",0.05598766753084988,0.16000000299999997,0.10799383526542493,Notable_Pattern,2025-06-18T12:03:52.123978
SAFE_INS_0132_2152,132,"Recent research in Computer Vision proposes innovative approach to autonomous systems, showing promi...",0.052385582004917865,0.1600000030000004,0.10619279250245912,Notable_Pattern,2025-06-18T12:03:52.152967
SAFE_INS_0133_2182,133,"Recent research in Reinforcement Learning proposes innovative approach to autonomous systems, showin...",0.03934835851810305,0.20000000299999995,0.11967418075905151,Notable_Pattern,2025-06-18T12:03:52.182473
SAFE_INS_0134_2210,134,"Recent research in Graph Neural Networks proposes innovative approach to autonomous systems, showing...",0.047423624377769424,0.1600000030000004,0.10371181368888491,Notable_Pattern,2025-06-18T12:03:52.210826
SAFE_INS_0135_2240,135,"Recent research in Federated Learning proposes innovative approach to autonomous systems, showing pr...",0.052363118875714786,0.18000000300000038,0.11618156093785759,Notable_Pattern,2025-06-18T12:03:52.240123
SAFE_INS_0136_2268,136,"Recent research in Explainable AI proposes innovative approach to autonomous systems, showing promis...",0.05153274779966756,0.18000000299999996,0.11576637539983375,Notable_Pattern,2025-06-18T12:03:52.268814
SAFE_INS_0137_2298,137,"Recent research in Multimodal Learning proposes innovative approach to autonomous systems, showing p...",0.046285282902483106,0.20000000299999995,0.12314264295124153,Notable_Pattern,2025-06-18T12:03:52.298146
SAFE_INS_0138_2328,138,"Recent research in Few-shot Learning proposes innovative approach to autonomous systems, showing pro...",0.05690522894177121,0.17999998511860585,0.11845260703018853,Notable_Pattern,2025-06-18T12:03:52.328172
SAFE_INS_0139_2357,139,"Recent research in Transfer Learning proposes innovative approach to autonomous systems, showing pro...",0.044213395354171195,0.18000000299999996,0.11210669917708557,Notable_Pattern,2025-06-18T12:03:52.357177
SAFE_INS_0140_2386,140,"Recent research in Adversarial Machine Learning proposes innovative approach to autonomous systems, ...",0.03914474380248552,0.16000000299999997,0.09957237340124275,Micro_Insight,2025-06-18T12:03:52.386889
SAFE_INS_0141_2416,141,"Recent research in Large Language Models establishes new benchmark results for autonomous systems, s...",0.06289796497280752,0.13999996723721345,0.10144896610501047,Notable_Pattern,2025-06-18T12:03:52.416581
SAFE_INS_0142_2445,142,"Recent research in Computer Vision establishes new benchmark results for autonomous systems, showing...",0.06897417905129921,0.20000000299999995,0.1344870910256496,Notable_Pattern,2025-06-18T12:03:52.445815
